Tono	PROPN	Tono
and	CCONJ	and
naked	ADJ	naked
except	SCONJ	except
for	ADP	for
a	DET	a
dirty	ADJ	dirty
loin	NOUN	loin
-	PUNCT	-
cloth	NOUN	cloth
,	PUNCT	,
his	PRON	his
legs	NOUN	leg
were	AUX	be
ill	ADV	ill
-	PUNCT	-
shaped	ADJ	shaped
and	CCONJ	and
his	PRON	his
toes	NOUN	toe
spread	ADJ	spread
wide	ADJ	wide
and	CCONJ	and
the	DET	the
upper	ADJ	upper
edge	NOUN	edge
of	ADP	of
his	PRON	his
cloth	NOUN	cloth
and	CCONJ	and
a	DET	a
girdle	NOUN	girdle
of	ADP	of
string	NOUN	string
cut	VERB	cut
his	PRON	his
clumsy	ADJ	clumsy
abdomen	NOUN	abdomen
into	ADP	into
folds	NOUN	fold
.	PUNCT	.
His	PRON	his
forehead	NOUN	forehead
was	AUX	be
low	ADJ	low
,	PUNCT	,
his	PRON	his
nose	NOUN	nose
very	ADV	very
flat	ADJ	flat
and	CCONJ	and
his	PRON	his
lower	ADJ	lower
lip	NOUN	lip
swollen	ADJ	swollen
and	CCONJ	and
purplish	ADJ	purplish
-	PUNCT	-
red	ADJ	red
.	PUNCT	.
His	PRON	his
hair	NOUN	hair
was	AUX	be
short	ADJ	short
and	CCONJ	and
fuzzy	ADJ	fuzzy
,	PUNCT	,
and	CCONJ	and
about	ADP	about
his	PRON	his
neck	NOUN	neck
was	AUX	be
a	DET	a
string	NOUN	string
and	CCONJ	and
a	DET	a
little	ADJ	little
purse	NOUN	purse
of	ADP	of
skin	NOUN	skin
.	PUNCT	.
He	PRON	he
carried	VERB	carry
a	DET	a
musket	NOUN	musket
,	PUNCT	,
and	CCONJ	and
a	DET	a
powder	NOUN	powder
-	PUNCT	-
flask	NOUN	flask
was	AUX	be
stuck	VERB	stick
in	ADP	in
his	PRON	his
girdle	NOUN	girdle
.	PUNCT	.
It	PRON	it
was	AUX	be
a	DET	a
curious	ADJ	curious
confrontation	NOUN	confrontation
.	PUNCT	.
There	ADV	there
opposed	VERB	oppose
to	ADP	to
him	PRON	he
stood	VERB	stand
I	PRON	I
,	PUNCT	,
a	DET	a
little	ADJ	little
soiled	ADJ	soiled
,	PUNCT	,
perhaps	ADV	perhaps
,	PUNCT	,
but	CCONJ	but
still	ADV	still
a	DET	a
rather	ADV	rather
elaborately	ADV	elaborately
civilised	ADJ	civilised
human	NOUN	human
being	NOUN	being
,	PUNCT	,
born	VERB	bear
,	PUNCT	,
bred	VERB	breed
and	CCONJ	and
trained	VERB	train
in	ADP	in
a	DET	a
vague	ADJ	vague
tradition	NOUN	tradition
.	PUNCT	.
In	ADP	in
my	PRON	my
hand	NOUN	hand
was	AUX	be
an	DET	an
unaccustomed	ADJ	unaccustomed
gun	NOUN	gun
.	PUNCT	.
And	CCONJ	and
each	DET	each
of	ADP	of
us	PRON	we
was	AUX	be
essentially	ADV	essentially
a	DET	a
teeming	VERB	teem
,	PUNCT	,
vivid	ADJ	vivid
brain	NOUN	brain
,	PUNCT	,
tensely	ADV	tensely
excited	VERB	excite
by	ADP	by
the	DET	the
encounter	NOUN	encounter
,	PUNCT	,
quite	ADV	quite
unaware	ADJ	unaware
of	ADP	of
the	DET	the
other	ADJ	other
's	PART	's
mental	ADJ	mental
content	NOUN	content
or	NOUN	or
what	PRON	what
to	PART	to
do	AUX	do
with	ADP	with
him	PRON	he
.	PUNCT	.
He	PRON	he
stepped	VERB	step
back	ADV	back
a	DET	a
pace	NOUN	pace
or	CCONJ	or
so	ADV	so
,	PUNCT	,
stumbled	VERB	stumble
and	CCONJ	and
turned	VERB	turn
to	PART	to
run	VERB	run
.	PUNCT	.
“	PUNCT	""""
Stop	VERB	stop
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
cried	VERB	cry
;	PUNCT	;
“	PUNCT	""""
stop	VERB	stop
,	PUNCT	,
you	PRON	you
fool	NOUN	fool
!	PUNCT	!
”	PUNCT	""""
and	CCONJ	and
started	VERB	start
to	PART	to
run	VERB	run
after	ADP	after
him	PRON	he
,	PUNCT	,
shouting	VERB	shout
such	ADJ	such
things	NOUN	thing
in	ADP	in
English	PROPN	English
.	PUNCT	.
But	CCONJ	but
I	PRON	I
was	AUX	be
no	DET	no
match	NOUN	match
for	ADP	for
him	PRON	he
over	ADP	over
the	DET	the
roots	NOUN	root
and	CCONJ	and
mud	NOUN	mud
.	PUNCT	.
I	PRON	I
had	AUX	have
a	DET	a
preposterous	ADJ	preposterous
idea	NOUN	idea
.	PUNCT	.
“	PUNCT	""""
He	PRON	he
must	AUX	must
n't	PART	not
get	VERB	get
away	ADP	away
and	CCONJ	and
tell	VERB	tell
them	PRON	they
!	PUNCT	!
”	PUNCT	""""
And	CCONJ	and
with	ADP	with
that	DET	that
instantly	ADV	instantly
I	PRON	I
brought	VERB	bring
both	DET	both
feet	NOUN	foot
together	ADV	together
,	PUNCT	,
raised	VERB	raise
my	PRON	my
gun	NOUN	gun
,	PUNCT	,
aimed	VERB	aim
quite	ADV	quite
coolly	ADV	coolly
,	PUNCT	,
drew	VERB	draw
the	DET	the
trigger	NOUN	trigger
carefully	ADV	carefully
and	CCONJ	and
shot	VERB	shoot
him	PRON	he
neatly	ADV	neatly
in	ADP	in
the	DET	the
back	NOUN	back
.	PUNCT	.
I	PRON	I
saw	VERB	see
,	PUNCT	,
and	CCONJ	and
saw	VERB	see
with	ADP	with
a	DET	a
leap	NOUN	leap
of	ADP	of
pure	ADJ	pure
exaltation	NOUN	exaltation
,	PUNCT	,
the	DET	the
smash	NOUN	smash
of	ADP	of
my	PRON	my
bullet	NOUN	bullet
between	ADP	between
his	PRON	his
shoulder	NOUN	shoulder
blades	NOUN	blade
.	PUNCT	.
“	PUNCT	""""
Got	VERB	get
him	PRON	he
,	PUNCT	,
”	PUNCT	""""
said	VERB	say
I	PRON	I
,	PUNCT	,
dropping	VERB	drop
my	PRON	my
gun	NOUN	gun
and	CCONJ	and
down	ADV	down
he	PRON	he
flopped	VERB	flop
and	CCONJ	and
died	VERB	die
without	ADP	without
a	DET	a
groan	NOUN	groan
.	PUNCT	.
“	PUNCT	""""
By	ADP	by
Jove	PROPN	Jove
!	PUNCT	!
”	PUNCT	""""
I	PRON	I
cried	VERB	cry
with	ADP	with
note	NOUN	note
of	ADP	of
surprise	NOUN	surprise
,	PUNCT	,
“	PUNCT	""""
I	PRON	I
've	AUX	have
killed	VERB	kill
him	PRON	he
!	PUNCT	!
”	PUNCT	""""
I	PRON	I
looked	VERB	look
about	ADP	about
me	PRON	I
and	CCONJ	and
then	ADV	then
went	VERB	go
forward	ADV	forward
cautiously	ADV	cautiously
,	PUNCT	,
in	ADP	in
a	DET	a
mood	NOUN	mood
between	ADP	between
curiosity	NOUN	curiosity
and	CCONJ	and
astonishment	NOUN	astonishment
,	PUNCT	,
to	PART	to
look	VERB	look
at	ADP	at
this	DET	this
man	NOUN	man
whose	DET	whose
soul	NOUN	soul
I	PRON	I
had	AUX	have
flung	VERB	fling
so	ADV	so
unceremoniously	ADV	unceremoniously
out	ADP	out
of	ADP	of
our	PRON	our
common	NOUN	common
world	NOUN	world
.	PUNCT	.
I	PRON	I
went	VERB	go
to	ADP	to
him	PRON	he
,	PUNCT	,
not	PART	not
as	ADP	as
one	PRON	one
goes	VERB	go
to	ADP	to
something	PRON	something
one	PRON	one
has	AUX	have
made	VERB	make
or	CCONJ	or
done	VERB	do
,	PUNCT	,
but	CCONJ	but
as	ADP	as
one	PRON	one
approaches	VERB	approach
something	PRON	something
found	VERB	find
.	PUNCT	.
He	PRON	he
was	AUX	be
frightfully	ADV	frightfully
smashed	VERB	smash
out	ADP	out
in	ADP	in
front	NOUN	front
;	PUNCT	;
he	PRON	he
must	AUX	must
have	AUX	have
died	VERB	die
in	ADP	in
the	DET	the
instant	NOUN	instant
.	PUNCT	.
I	PRON	I
stooped	VERB	stoop
and	CCONJ	and
raised	VERB	raise
him	PRON	he
by	ADP	by
his	PRON	his
shoulder	NOUN	shoulder
and	CCONJ	and
realised	VERB	realise
that	DET	that
.	PUNCT	.
I	PRON	I
dropped	VERB	drop
him	PRON	he
,	PUNCT	,
and	CCONJ	and
stood	VERB	stand
about	ADV	about
and	CCONJ	and
peered	VERB	peer
about	ADP	about
me	PRON	I
through	ADP	through
the	DET	the
trees	NOUN	tree
.	PUNCT	.
“	PUNCT	""""
My	PRON	my
word	NOUN	word
!	PUNCT	!
”	PUNCT	""""
I	PRON	I
said	VERB	say
.	PUNCT	.
He	PRON	he
was	AUX	be
the	DET	the
second	ADJ	second
dead	ADJ	dead
human	NOUN	human
being	NOUN	being
—	PUNCT	—
apart	ADV	apart
,	PUNCT	,
I	PRON	I
mean	VERB	mean
,	PUNCT	,
from	ADP	from
surgical	ADJ	surgical
properties	NOUN	property
and	CCONJ	and
mummies	NOUN	mummy
and	CCONJ	and
common	ADJ	common
shows	NOUN	show
of	ADP	of
that	DET	that
sort	NOUN	sort
—	PUNCT	—
that	PRON	that
I	PRON	I
have	AUX	have
ever	ADV	ever
seen	VERB	see
.	PUNCT	.
I	PRON	I
stood	VERB	stand
over	ADP	over
him	PRON	he
wondering	VERB	wonder
,	PUNCT	,
wondering	VERB	wonder
beyond	ADP	beyond
measure	NOUN	measure
.	PUNCT	.
A	DET	a
practical	ADJ	practical
idea	NOUN	idea
came	VERB	come
into	ADP	into
that	DET	that
confusion	NOUN	confusion
.	PUNCT	.
Had	AUX	have
any	DET	any
one	NUM	one
heard	VERB	hear
the	DET	the
gun	NOUN	gun
?	PUNCT	?
I	PRON	I
reloaded	VERB	reload
.	PUNCT	.
After	ADP	after
a	DET	a
time	NOUN	time
I	PRON	I
felt	VERB	feel
securer	ADJ	secure
,	PUNCT	,
and	CCONJ	and
gave	VERB	give
my	PRON	my
mind	NOUN	mind
again	ADV	again
to	ADP	to
the	DET	the
dead	ADJ	dead
I	PRON	I
had	AUX	have
killed	VERB	kill
.	PUNCT	.
What	PRON	what
must	AUX	must
I	PRON	I
do	AUX	do
?	PUNCT	?
It	PRON	it
occurred	VERB	occur
to	ADP	to
me	PRON	I
that	SCONJ	that
perhaps	ADV	perhaps
I	PRON	I
ought	AUX	ought
to	PART	to
bury	VERB	bury
him	PRON	he
.	PUNCT	.
At	ADP	at
any	DET	any
rate	NOUN	rate
,	PUNCT	,
I	PRON	I
ought	VERB	ought
to	PART	to
hide	VERB	hide
him	PRON	he
.	PUNCT	.
I	PRON	I
reflected	VERB	reflect
coolly	ADV	coolly
,	PUNCT	,
and	CCONJ	and
then	ADV	then
put	VERB	put
my	PRON	my
gun	NOUN	gun
within	ADP	within
easy	ADJ	easy
reach	NOUN	reach
and	CCONJ	and
dragged	VERB	drag
him	PRON	he
by	ADP	by
the	DET	the
arm	NOUN	arm
towards	ADP	towards
a	DET	a
place	NOUN	place
where	SCONJ	where
the	DET	the
mud	NOUN	mud
seemed	VERB	seem
soft	ADJ	soft
,	PUNCT	,
and	CCONJ	and
thrust	VERB	thrust
him	PRON	he
in	ADV	in
.	PUNCT	.
His	PRON	his
powder	NOUN	powder
-	PUNCT	-
flask	NOUN	flask
slipped	VERB	slip
from	ADP	from
his	PRON	his
loin	NOUN	loin
-	PUNCT	-
cloth	NOUN	cloth
,	PUNCT	,
and	CCONJ	and
I	PRON	I
went	VERB	go
back	ADV	back
to	PART	to
get	VERB	get
it	PRON	it
.	PUNCT	.
Then	ADV	then
I	PRON	I
pressed	VERB	press
him	PRON	he
down	ADP	down
with	ADP	with
the	DET	the
butt	NOUN	butt
of	ADP	of
my	PRON	my
rifle	NOUN	rifle
.	PUNCT	.
Afterwards	ADV	afterwards
this	DET	this
all	DET	all
seemed	VERB	seem
to	ADP	to
me	PRON	I
most	ADV	most
horrible	ADJ	horrible
,	PUNCT	,
but	CCONJ	but
at	ADP	at
the	DET	the
time	NOUN	time
it	PRON	it
was	AUX	be
entirely	ADV	entirely
a	DET	a
matter	NOUN	matter
-	PUNCT	-
of	ADP	of
-	PUNCT	-
fact	NOUN	fact
transaction	NOUN	transaction
.	PUNCT	.
I	PRON	I
looked	VERB	look
round	ADV	round
for	ADP	for
any	DET	any
other	ADJ	other
visible	ADJ	visible
evidence	NOUN	evidence
of	ADP	of
his	PRON	his
fate	NOUN	fate
,	PUNCT	,
looked	VERB	look
round	ADV	round
as	ADP	as
one	PRON	one
does	AUX	do
when	SCONJ	when
one	PRON	one
packs	VERB	pack
one	NOUN	one
's	PART	's
portmanteau	NOUN	portmanteau
in	ADP	in
an	DET	an
hotel	NOUN	hotel
bedroom	NOUN	bedroom
.	PUNCT	.
When	SCONJ	when
I	PRON	I
got	VERB	get
my	PRON	my
bearings	NOUN	bearing
,	PUNCT	,
and	CCONJ	and
carefully	ADV	carefully
returned	VERB	return
towards	ADP	towards
the	DET	the
ship	NOUN	ship
.	PUNCT	.
I	PRON	I
had	AUX	have
the	DET	the
mood	NOUN	mood
of	ADP	of
grave	ADJ	grave
concentration	NOUN	concentration
of	ADP	of
a	DET	a
boy	NOUN	boy
who	PRON	who
has	AUX	have
lapsed	VERB	lapse
into	ADP	into
poaching	NOUN	poaching
.	PUNCT	.
And	CCONJ	and
the	DET	the
business	NOUN	business
only	ADV	only
began	VERB	begin
to	PART	to
assume	VERB	assume
proper	ADJ	proper
proportions	NOUN	proportion
for	ADP	for
me	PRON	I
as	ADP	as
I	PRON	I
got	VERB	get
near	ADP	near
the	DET	the
ship	NOUN	ship
,	PUNCT	,
to	PART	to
seem	VERB	seem
any	DET	any
other	ADJ	other
kind	NOUN	kind
of	ADP	of
thing	NOUN	thing
than	ADP	than
the	DET	the
killing	NOUN	killing
of	ADP	of
a	DET	a
bird	NOUN	bird
or	CCONJ	or
rabbit	NOUN	rabbit
.	PUNCT	.
In	ADP	in
the	DET	the
night	NOUN	night
,	PUNCT	,
however	ADV	however
,	PUNCT	,
it	PRON	it
took	VERB	take
on	ADP	on
enormous	ADJ	enormous
and	CCONJ	and
portentous	ADJ	portentous
forms	NOUN	form
.	PUNCT	.
“	PUNCT	""""
By	INTJ	by
God	PROPN	God
!	PUNCT	!
”	PUNCT	""""
I	PRON	I
cried	VERB	cry
suddenly	ADV	suddenly
,	PUNCT	,
starting	VERB	start
wide	ADV	wide
awake	ADJ	awake
;	PUNCT	;
“	PUNCT	""""
but	CCONJ	but
it	PRON	it
was	AUX	be
murder	NOUN	murder
!	PUNCT	!
”	PUNCT	""""
I	PRON	I
lay	VERB	lie
after	ADP	after
that	DET	that
wide	ADV	wide
awake	ADJ	awake
,	PUNCT	,
staring	VERB	stare
at	ADP	at
my	PRON	my
memories	NOUN	memory
.	PUNCT	.
In	ADP	in
some	DET	some
odd	ADJ	odd
way	NOUN	way
these	DET	these
visions	NOUN	vision
mixed	VERB	mix
up	ADP	up
with	ADP	with
my	PRON	my
dream	NOUN	dream
of	ADP	of
in	ADP	in
my	PRON	my
uncle	NOUN	uncle
in	ADP	in
his	PRON	his
despair	NOUN	despair
.	PUNCT	.
The	DET	the
black	ADJ	black
body	NOUN	body
which	DET	which
saw	VERB	see
now	ADV	now
damaged	VERB	damage
and	CCONJ	and
partly	ADV	partly
buried	VERB	bury
,	PUNCT	,
but	CCONJ	but
which	DET	which
,	PUNCT	,
nevertheless	ADV	nevertheless
,	PUNCT	,
I	PRON	I
no	ADV	no
longer	ADV	long
felt	VERB	feel
was	AUX	be
dead	ADJ	dead
but	CCONJ	but
acutely	ADV	acutely
alive	ADJ	alive
and	CCONJ	and
perceiving	ADJ	perceiving
,	PUNCT	,
I	PRON	I
mixed	VERB	mix
up	ADP	up
with	ADP	with
the	DET	the
ochreous	ADJ	ochreous
slash	NOUN	slash
under	ADP	under
my	PRON	my
uncle	NOUN	uncle
's	PART	's
face	NOUN	face
.	PUNCT	.
I	PRON	I
tried	VERB	try
to	PART	to
dismiss	VERB	dismiss
this	DET	this
horrible	ADJ	horrible
obsession	NOUN	obsession
from	ADP	from
my	PRON	my
mind	NOUN	mind
,	PUNCT	,
but	CCONJ	but
it	PRON	it
prevailed	VERB	prevail
over	ADP	over
all	DET	all
my	PRON	my
efforts	NOUN	effort
.	PUNCT	.
The	DET	the
next	ADJ	next
day	NOUN	day
was	AUX	be
utterly	ADV	utterly
black	ADJ	black
with	ADP	with
my	PRON	my
sense	NOUN	sense
of	ADP	of
that	DET	that
ugly	ADJ	ugly
creature	NOUN	creature
's	PART	's
body	NOUN	body
.	PUNCT	.
I	PRON	I
am	AUX	be
the	DET	the
least	ADJ	least
superstitious	ADJ	superstitious
of	ADP	of
men	NOUN	man
,	PUNCT	,
but	CCONJ	but
it	PRON	it
drew	VERB	draw
me	PRON	I
.	PUNCT	.
It	PRON	it
drew	VERB	draw
me	PRON	I
back	ADV	back
into	ADP	into
those	DET	those
thickets	NOUN	thicket
to	ADP	to
the	DET	the
very	ADJ	very
place	NOUN	place
where	SCONJ	where
I	PRON	I
had	AUX	have
hidden	VERB	hide
him	PRON	he
.	PUNCT	.
Some	DET	some
evil	ADJ	evil
and	CCONJ	and
detestable	ADJ	detestable
beast	NOUN	beast
had	AUX	have
been	AUX	be
at	ADP	at
him	PRON	he
,	PUNCT	,
and	CCONJ	and
he	PRON	he
lay	VERB	lie
disinterred	ADJ	disinterred
.	PUNCT	.
Methodically	ADV	methodically
I	PRON	I
buried	VERB	bury
his	PRON	his
swollen	ADJ	swollen
and	CCONJ	and
mangled	ADJ	mangled
carcass	NOUN	carcass
again	ADV	again
,	PUNCT	,
and	CCONJ	and
returned	VERB	return
to	ADP	to
the	DET	the
ship	NOUN	ship
for	ADP	for
another	DET	another
night	NOUN	night
of	ADP	of
dreams	NOUN	dream
.	PUNCT	.
Next	ADJ	next
day	NOUN	day
for	ADP	for
all	DET	all
the	DET	the
morning	NOUN	morning
I	PRON	I
resisted	VERB	resist
the	DET	the
impulse	NOUN	impulse
to	PART	to
go	VERB	go
to	ADP	to
him	PRON	he
,	PUNCT	,
and	CCONJ	and
played	VERB	play
nap	NOUN	nap
with	ADP	with
Pollack	PROPN	Pollack
with	ADP	with
my	PRON	my
secret	ADJ	secret
gnawing	VERB	gnaw
at	ADP	at
me	PRON	I
,	PUNCT	,
and	CCONJ	and
in	ADP	in
the	DET	the
evening	NOUN	evening
started	VERB	start
to	PART	to
go	VERB	go
and	CCONJ	and
was	AUX	be
near	ADV	near
benighted	ADJ	benighted
.	PUNCT	.
I	PRON	I
never	ADV	never
told	VERB	tell
a	DET	a
soul	NOUN	soul
of	ADP	of
them	PRON	they
of	ADP	of
this	DET	this
thing	NOUN	thing
I	PRON	I
had	AUX	have
done	VERB	do
.	PUNCT	.
Next	ADJ	next
day	NOUN	day
I	PRON	I
went	VERB	go
early	ADV	early
,	PUNCT	,
and	CCONJ	and
he	PRON	he
had	AUX	have
gone	VERB	go
,	PUNCT	,
and	CCONJ	and
there	PRON	there
were	AUX	be
human	ADJ	human
footmarks	NOUN	footmark
and	CCONJ	and
ugly	ADJ	ugly
stains	NOUN	stain
round	ADP	round
the	DET	the
muddy	ADJ	muddy
hole	NOUN	hole
from	ADP	from
which	DET	which
he	PRON	he
had	AUX	have
been	AUX	be
dragged	VERB	drag
.	PUNCT	.
I	PRON	I
returned	VERB	return
to	ADP	to
the	DET	the
ship	NOUN	ship
,	PUNCT	,
disconcerted	ADJ	disconcerted
and	CCONJ	and
perplexed	ADJ	perplexed
.	PUNCT	.
That	DET	that
day	NOUN	day
it	PRON	it
was	AUX	be
the	DET	the
men	NOUN	man
came	VERB	come
aft	ADV	aft
,	PUNCT	,
with	ADP	with
blistered	ADJ	blistered
hands	NOUN	hand
and	CCONJ	and
faces	NOUN	face
,	PUNCT	,
and	CCONJ	and
sullen	ADJ	sullen
eyes	NOUN	eye
.	PUNCT	.
When	SCONJ	when
they	PRON	they
proclaimed	VERB	proclaim
,	PUNCT	,
through	ADP	through
Edwards	PROPN	Edwards
,	PUNCT	,
their	PRON	their
spokesman	NOUN	spokesman
,	PUNCT	,
“	PUNCT	""""
We	PRON	we
've	AUX	have
had	AUX	have
enough	ADJ	enough
of	ADP	of
this	DET	this
,	PUNCT	,
and	CCONJ	and
we	PRON	we
mean	VERB	mean
it	PRON	it
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
answered	VERB	answer
very	ADV	very
readily	ADV	readily
,	PUNCT	,
“	PUNCT	""""
So	ADV	so
have	AUX	have
I.	PUNCT	I.
Let	VERB	let
's	PRON	us
go	VERB	go
.	PUNCT	.
”	PUNCT	""""
VII	PUNCT	VII
We	PRON	we
were	AUX	be
none	NOUN	none
too	ADV	too
soon	ADV	soon
.	PUNCT	.
People	NOUN	People
had	AUX	have
been	AUX	be
reconnoitring	VERB	reconnoitre
us	PRON	we
,	PUNCT	,
the	DET	the
telegraph	NOUN	telegraph
had	AUX	have
been	AUX	be
at	ADP	at
work	NOUN	work
,	PUNCT	,
and	CCONJ	and
we	PRON	we
were	AUX	be
not	PART	not
four	NUM	four
hours	NOUN	hour
at	ADP	at
sea	NOUN	sea
before	ADP	before
we	PRON	we
ran	VERB	run
against	ADP	against
the	DET	the
gunboat	NOUN	gunboat
that	PRON	that
had	AUX	have
been	AUX	be
sent	VERB	send
down	ADP	down
the	DET	the
coast	NOUN	coast
to	PART	to
look	VERB	look
for	ADP	for
us	PRON	we
and	CCONJ	and
that	PRON	that
would	AUX	would
have	AUX	have
caught	VERB	catch
us	PRON	we
behind	ADP	behind
the	DET	the
island	NOUN	island
like	ADP	like
a	DET	a
beast	NOUN	beast
in	ADP	in
a	DET	a
trap	NOUN	trap
.	PUNCT	.
It	PRON	it
was	AUX	be
a	DET	a
night	NOUN	night
of	ADP	of
driving	VERB	drive
cloud	NOUN	cloud
that	PRON	that
gave	VERB	give
intermittent	ADJ	intermittent
gleams	NOUN	gleam
of	ADP	of
moonlight	NOUN	moonlight
;	PUNCT	;
the	DET	the
wind	NOUN	wind
and	CCONJ	and
sea	NOUN	sea
were	AUX	be
strong	ADJ	strong
and	CCONJ	and
we	PRON	we
were	AUX	be
rolling	VERB	roll
along	ADV	along
through	ADP	through
a	DET	a
drift	NOUN	drift
of	ADP	of
rails	NOUN	rail
and	CCONJ	and
mist	NOUN	mist
.	PUNCT	.
Suddenly	ADV	suddenly
the	DET	the
world	NOUN	world
was	AUX	be
white	ADJ	white
with	ADP	with
moonshine	NOUN	moonshine
.	PUNCT	.
The	DET	the
gunboat	NOUN	gunboat
came	VERB	come
out	ADV	out
as	ADP	as
a	DET	a
long	ADJ	long
dark	ADJ	dark
shape	NOUN	shape
wallowing	VERB	wallow
on	ADP	on
the	DET	the
water	NOUN	water
to	ADP	to
the	DET	the
east	NOUN	east
.	PUNCT	.
She	PRON	she
sighted	VERB	sight
the	DET	the
_	PUNCT	_
Maud	PROPN	Maud
Mary	PROPN	Mary
_	PUNCT	_
at	ADP	at
once	ADV	once
,	PUNCT	,
and	CCONJ	and
fired	VERB	fire
some	DET	some
sort	NOUN	sort
of	ADP	of
popgun	NOUN	popgun
to	PART	to
arrest	VERB	arrest
us	PRON	we
.	PUNCT	.
The	DET	the
mate	NOUN	mate
turned	VERB	turn
to	ADP	to
me	PRON	I
.	PUNCT	.
“	PUNCT	""""
Shall	AUX	shall
I	PRON	I
tell	VERB	tell
the	DET	the
captain	NOUN	captain
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
The	DET	the
captain	NOUN	captain
be	AUX	be
damned	VERB	damn
”	PUNCT	""""
said	VERB	say
I	PRON	I
,	PUNCT	,
and	CCONJ	and
we	PRON	we
let	VERB	let
him	PRON	he
sleep	VERB	sleep
through	ADP	through
two	NUM	two
hours	NOUN	hour
of	ADP	of
chase	NOUN	chase
till	SCONJ	till
a	DET	a
rainstorm	NOUN	rainstorm
swallowed	VERB	swallow
us	PRON	we
up	ADP	up
.	PUNCT	.
Then	ADV	then
we	PRON	we
changed	VERB	change
our	PRON	our
course	NOUN	course
and	CCONJ	and
sailed	VERB	sail
right	ADV	right
across	ADP	across
them	PRON	they
,	PUNCT	,
and	CCONJ	and
by	ADP	by
morning	NOUN	morning
only	ADV	only
her	PRON	her
smoke	NOUN	smoke
was	AUX	be
showing	VERB	show
.	PUNCT	.
We	PRON	we
were	AUX	be
clear	ADJ	clear
of	ADP	of
Africa	PROPN	Africa
—	PUNCT	—
and	CCONJ	and
with	ADP	with
the	DET	the
booty	NOUN	booty
aboard	ADV	aboard
I	PRON	I
did	AUX	do
not	PART	not
see	VERB	see
what	PRON	what
stood	VERB	stand
between	ADP	between
us	PRON	we
and	CCONJ	and
home	NOUN	home
.	PUNCT	.
For	ADP	for
the	DET	the
first	ADJ	first
time	NOUN	time
since	SCONJ	since
I	PRON	I
had	AUX	have
fallen	VERB	fall
sick	ADJ	sick
in	ADP	in
the	DET	the
Thames	PROPN	Thames
my	PRON	my
spirits	NOUN	spirit
rose	VERB	rise
.	PUNCT	.
I	PRON	I
was	AUX	be
sea	NOUN	sea
-	PUNCT	-
sick	ADJ	sick
and	CCONJ	and
physically	ADV	physically
disgusted	ADJ	disgusted
,	PUNCT	,
of	ADP	of
course	NOUN	course
,	PUNCT	,
but	CCONJ	but
I	PRON	I
felt	VERB	feel
kindly	ADV	kindly
in	ADP	in
spite	NOUN	spite
of	ADP	of
my	PRON	my
qualms	NOUN	qualm
.	PUNCT	.
So	ADV	so
far	ADV	far
as	ADP	as
I	PRON	I
could	AUX	could
calculate	VERB	calculate
then	ADV	then
the	DET	the
situation	NOUN	situation
was	AUX	be
saved	VERB	save
.	PUNCT	.
I	PRON	I
saw	VERB	see
myself	PRON	myself
returning	VERB	return
triumphantly	ADV	triumphantly
into	ADP	into
the	DET	the
Thames	PROPN	Thames
,	PUNCT	,
and	CCONJ	and
nothing	PRON	nothing
on	ADP	on
earth	NOUN	earth
to	PART	to
prevent	VERB	prevent
old	ADJ	old
Capern	PROPN	Capern
's	PART	's
Perfect	PROPN	Perfect
Filament	PROPN	Filament
going	PROPN	going
on	ADP	on
the	DET	the
market	NOUN	market
in	ADP	in
fortnight	NOUN	fortnight
.	PUNCT	.
I	PRON	I
had	AUX	have
the	DET	the
monopoly	NOUN	monopoly
of	ADP	of
electric	ADJ	electric
lamps	NOUN	lamp
beneath	ADP	beneath
my	PRON	my
feet	NOUN	foot
.	PUNCT	.
I	PRON	I
was	AUX	be
released	VERB	release
from	ADP	from
the	DET	the
spell	NOUN	spell
of	ADP	of
that	DET	that
bloodstained	ADJ	bloodstained
black	ADJ	black
body	NOUN	body
all	DET	all
mixed	VERB	mix
up	ADP	up
with	ADP	with
grey	ADJ	grey
-	PUNCT	-
black	ADJ	black
mud	NOUN	mud
.	PUNCT	.
I	PRON	I
was	AUX	be
going	VERB	go
back	ADV	back
to	ADP	to
baths	NOUN	bath
and	CCONJ	and
decent	ADJ	decent
food	NOUN	food
and	CCONJ	and
aeronautics	NOUN	aeronautic
and	CCONJ	and
Beatrice	PROPN	Beatrice
.	PUNCT	.
I	PRON	I
was	AUX	be
going	VERB	go
back	ADV	back
to	ADP	to
Beatrice	PROPN	Beatrice
and	CCONJ	and
my	PRON	my
real	ADJ	real
life	NOUN	life
again	ADV	again
—	PUNCT	—
out	ADP	out
of	ADP	of
this	DET	this
well	NOUN	well
into	ADP	into
which	DET	which
I	PRON	I
had	AUX	have
fallen	VERB	fall
.	PUNCT	.
It	PRON	it
would	AUX	would
have	AUX	have
needed	VERB	need
something	PRON	something
more	ADJ	more
than	ADP	than
sea	NOUN	sea
-	PUNCT	-
sickness	NOUN	sickness
and	CCONJ	and
quap	NOUN	quap
fever	NOUN	fever
to	PART	to
prevent	VERB	prevent
my	PRON	my
spirits	NOUN	spirit
rising	VERB	rise
.	PUNCT	.
I	PRON	I
told	VERB	tell
the	DET	the
captain	NOUN	captain
that	SCONJ	that
I	PRON	I
